000.txt%.6f, 0.002156, 0.483019, 0.003774, 0.000539, 0.001078, 0.010243, 0.000539, 0.408086, 0.001078, 0.008625, 0.002156, 0.001078, 0.008625, 0.001078, 0.001617, 0.004313, 0.022642, 0.002695, 0.028571, 0.008086
001.txt%.6f, 0.001603, 0.035256, 0.001603, 0.041667, 0.040064, 0.001603, 0.203526, 0.506410, 0.088141, 0.001603, 0.030449, 0.012821, 0.004808, 0.001603, 0.001603, 0.020833, 0.001603, 0.001603, 0.001603, 0.001603
002.txt%.6f, 0.001333, 0.052000, 0.001333, 0.005333, 0.002667, 0.001333, 0.050667, 0.502667, 0.026667, 0.001333, 0.329333, 0.001333, 0.001333, 0.001333, 0.001333, 0.004000, 0.001333, 0.001333, 0.001333, 0.012000
003.txt%.6f, 0.171171, 0.018018, 0.003003, 0.003003, 0.003003, 0.003003, 0.009009, 0.546547, 0.024024, 0.003003, 0.117117, 0.027027, 0.003003, 0.003003, 0.042042, 0.012012, 0.003003, 0.003003, 0.003003, 0.003003
004.txt%.6f, 0.006702, 0.001340, 0.001340, 0.001340, 0.001340, 0.001340, 0.001340, 0.588472, 0.345845, 0.001340, 0.022788, 0.002681, 0.001340, 0.010724, 0.001340, 0.005362, 0.001340, 0.001340, 0.001340, 0.001340
005.txt%.6f, 0.002387, 0.002387, 0.002387, 0.002387, 0.002387, 0.002387, 0.002387, 0.460621, 0.164678, 0.002387, 0.004773, 0.002387, 0.002387, 0.295943, 0.035800, 0.004773, 0.002387, 0.002387, 0.002387, 0.002387
006.txt%.6f, 0.002941, 0.002941, 0.002941, 0.041176, 0.002941, 0.002941, 0.011765, 0.747059, 0.038235, 0.002941, 0.002941, 0.014706, 0.005882, 0.026471, 0.035294, 0.047059, 0.002941, 0.002941, 0.002941, 0.002941
007.txt%.6f, 0.002506, 0.002506, 0.002506, 0.070175, 0.002506, 0.005013, 0.002506, 0.458647, 0.017544, 0.010025, 0.050125, 0.010025, 0.002506, 0.002506, 0.323308, 0.027569, 0.002506, 0.002506, 0.002506, 0.002506
008.txt%.6f, 0.002907, 0.002907, 0.002907, 0.002907, 0.002907, 0.002907, 0.002907, 0.491279, 0.008721, 0.002907, 0.002907, 0.008721, 0.002907, 0.002907, 0.031977, 0.415698, 0.002907, 0.002907, 0.002907, 0.002907
009.txt%.6f, 0.003509, 0.003509, 0.003509, 0.291228, 0.003509, 0.003509, 0.003509, 0.473684, 0.024561, 0.003509, 0.003509, 0.007018, 0.003509, 0.003509, 0.014035, 0.140351, 0.003509, 0.003509, 0.003509, 0.003509
