-419512.2419169402,540.94363341653
-393088.12382991,487.39885061706997
-382131.57246714574,465.0061221446417
-376406.704335307,454.8201088119132
-373381.2734690281,452.68237128101913
-368072.30291698436,446.31968951574294
-365873.0203455053,443.8348685126484
-363854.32988962665,438.8947976548392
-363077.0704168809,437.5050283320333
-363519.07722579903,436.6256741768538
-361651.4672570365,433.7119981518878
-361750.7872747883,433.8587974425679
-362084.92522289045,433.08164881576016
-360804.76227366104,432.2499874991983
-360023.9914569019,430.88688740913784
-360792.93002011935,433.43002050761817
-360477.6269395661,431.9065918237907
-360469.01020578755,432.3173071928772
-360031.29529970064,430.14722365274685
-360854.85940456117,432.4136594652385
