-432.36888154823197,71.0
-733.6436398030921,109.0
-1118.3988481304111,177.0
-258.013001469005,42.0
-1836.4254596963349,285.0
-3401.2309480751805,539.0
-9174.575134544526,1447.0
-25220.540476164206,3922.0
-8847.755095395602,1411.0
-1069.68973867218,179.0
-1151.118341333075,166.0
-3399.7657178273203,508.0
-5774.139530704459,895.0
-7375.928897771983,1111.0
-7626.221520914873,1183.0
-8662.888014979462,1341.0
-8053.8397665166685,1220.0
-6885.431360526944,1081.0
-5389.136393335129,830.0
-8000.743989098558,1254.0
-4913.886681191455,741.0
-4123.353524350777,644.0
-3560.6779781467885,546.0
-12405.116258128262,1890.0
-9190.454947950046,1446.0
-398.9319214131934,60.0
-2169.434798200724,320.0
-2298.3634101056623,348.0
-8725.159193682191,1314.0
-10184.575849153465,1522.0
-5552.5082827467495,841.0
-524.8972740266732,78.0
-11751.501955225249,1810.0
-3396.274070052529,552.0
-3675.7766265832793,629.0
-1432.3576603155636,213.0
-3486.1314546887274,550.0
-5406.295246149885,893.0
-8089.023076139305,1329.0
-7841.429115643434,1265.0
-12111.905828463507,1913.0
-672.2022805557476,112.0
-3369.066139176636,502.0
-33936.75987905956,5583.0
-345.6485865911199,51.0
-314.4066659965496,51.0
-6703.566945696302,1003.0
-4430.115517425412,687.0
-4286.128107968943,653.0
-320.3440640943946,49.0
-3883.4897530923167,592.0
-1421.4887814854526,219.0
-1230.5578315064045,201.0
-158.25543409618479,24.0
-3814.4622999754442,631.0
-2640.801589849555,425.0
-12128.571703249729,2003.0
