003.txt%.6f, 0.043348, 0.026180, 0.077682, 0.030472, 0.034764, 0.051931, 0.047639, 0.051931, 0.034764, 0.026180, 0.051931, 0.039056, 0.051931, 0.051931, 0.107725, 0.064807, 0.060515, 0.051931, 0.064807, 0.030472
002.txt%.6f, 0.035127, 0.031962, 0.060443, 0.044620, 0.038291, 0.057278, 0.079430, 0.073101, 0.038291, 0.028797, 0.038291, 0.069937, 0.057278, 0.035127, 0.088924, 0.054114, 0.044620, 0.050949, 0.038291, 0.035127
000.txt%.6f, 0.031057, 0.037460, 0.043863, 0.039594, 0.058805, 0.045998, 0.055603, 0.064141, 0.045998, 0.064141, 0.057737, 0.054536, 0.038527, 0.054536, 0.041729, 0.059872, 0.042796, 0.047065, 0.058805, 0.057737
001.txt%.6f, 0.036667, 0.057879, 0.054848, 0.039697, 0.051818, 0.036667, 0.051818, 0.082121, 0.048788, 0.070000, 0.021515, 0.048788, 0.048788, 0.054848, 0.073030, 0.033636, 0.048788, 0.048788, 0.051818, 0.039697
005.txt%.6f, 0.036694, 0.040726, 0.068952, 0.113306, 0.028629, 0.072984, 0.040726, 0.044758, 0.044758, 0.040726, 0.044758, 0.048790, 0.072984, 0.032661, 0.052823, 0.032661, 0.056855, 0.040726, 0.052823, 0.032661
004.txt%.6f, 0.030919, 0.044847, 0.039276, 0.050418, 0.044847, 0.042061, 0.044847, 0.058774, 0.072702, 0.042061, 0.033705, 0.061560, 0.055989, 0.058774, 0.044847, 0.047632, 0.039276, 0.055989, 0.067131, 0.064345
006.txt%.6f, 0.072549, 0.059477, 0.033333, 0.079085, 0.059477, 0.085621, 0.013725, 0.072549, 0.052941, 0.039869, 0.033333, 0.046405, 0.013725, 0.033333, 0.039869, 0.059477, 0.046405, 0.059477, 0.046405, 0.052941
007.txt%.6f, 0.050226, 0.050226, 0.027602, 0.050226, 0.045701, 0.045701, 0.050226, 0.045701, 0.023077, 0.050226, 0.077376, 0.027602, 0.077376, 0.054751, 0.068326, 0.063801, 0.027602, 0.054751, 0.063801, 0.045701
009.txt%.6f, 0.039227, 0.055801, 0.088950, 0.039227, 0.033702, 0.039227, 0.050276, 0.077901, 0.033702, 0.083425, 0.033702, 0.061326, 0.055801, 0.028177, 0.039227, 0.039227, 0.083425, 0.039227, 0.050276, 0.028177
008.txt%.6f, 0.040299, 0.030348, 0.095025, 0.045274, 0.035323, 0.030348, 0.060199, 0.045274, 0.040299, 0.050249, 0.050249, 0.050249, 0.045274, 0.055224, 0.065174, 0.060199, 0.045274, 0.065174, 0.035323, 0.055224
