003.txt, 0.016667, 0.297154, 0.097967, 0.020732, 0.077642, 0.126423, 0.028862, 0.000407, 0.000407, 0.000407, 0.000407, 0.065447, 0.049187, 0.000407, 0.114228, 0.004472, 0.016667, 0.000407, 0.077642, 0.004472
002.txt, 0.000262, 0.039529, 0.162565, 0.000262, 0.102356, 0.084031, 0.248953, 0.021204, 0.015969, 0.000262, 0.002880, 0.018586, 0.002880, 0.021204, 0.112827, 0.029058, 0.002880, 0.000262, 0.091885, 0.042147
000.txt, 0.008082, 0.023179, 0.058703, 0.002753, 0.058703, 0.052487, 0.003641, 0.001865, 0.002753, 0.042718, 0.052487, 0.075577, 0.013410, 0.072025, 0.226554, 0.151954, 0.000977, 0.046270, 0.103108, 0.002753
001.txt, 0.035280, 0.142757, 0.103037, 0.014252, 0.075000, 0.037617, 0.035280, 0.128738, 0.046963, 0.000234, 0.000234, 0.051636, 0.016589, 0.002570, 0.140421, 0.028271, 0.018925, 0.000234, 0.065654, 0.056308
005.txt, 0.000375, 0.026592, 0.131461, 0.026592, 0.052809, 0.045318, 0.004120, 0.000375, 0.015356, 0.000375, 0.000375, 0.108989, 0.000375, 0.007865, 0.116479, 0.045318, 0.195131, 0.000375, 0.079026, 0.142697
004.txt, 0.000228, 0.036674, 0.066287, 0.000228, 0.045786, 0.043508, 0.000228, 0.007062, 0.011617, 0.000228, 0.004784, 0.048064, 0.000228, 0.000228, 0.091344, 0.007062, 0.100456, 0.000228, 0.232574, 0.303189
006.txt, 0.052907, 0.029651, 0.180814, 0.116860, 0.047093, 0.064535, 0.000581, 0.018023, 0.052907, 0.000581, 0.000581, 0.122674, 0.076163, 0.000581, 0.087791, 0.000581, 0.023837, 0.006395, 0.116860, 0.000581
007.txt, 0.009130, 0.056957, 0.122174, 0.274348, 0.122174, 0.056957, 0.022174, 0.013478, 0.065652, 0.000435, 0.000435, 0.039565, 0.000435, 0.000435, 0.109130, 0.000435, 0.000435, 0.000435, 0.065652, 0.039565
009.txt, 0.011351, 0.065405, 0.124865, 0.395135, 0.016757, 0.016757, 0.000541, 0.000541, 0.092432, 0.000541, 0.000541, 0.124865, 0.000541, 0.000541, 0.000541, 0.000541, 0.000541, 0.000541, 0.097838, 0.049189
008.txt, 0.054440, 0.038996, 0.073745, 0.038996, 0.062162, 0.062162, 0.000386, 0.011969, 0.297683, 0.000386, 0.000386, 0.120077, 0.023552, 0.000386, 0.058301, 0.000386, 0.004247, 0.000386, 0.112355, 0.038996
